"month","decade","temp","wv","wind.2m","rain.rate","season","wind.2m.adj","temp.adj"
3,1980,2.31963562753036,4.93171296296296,3.78267315259422,0.0981,"Marts",4.35007412548336,3.21963562753036
3,1990,3.46127292340885,5.13834951456311,3.94116545373839,0.0689406468210217,"Marts",4.53234027179915,4.36127292340885
3,2000,3.08372201492537,4.48178386031147,3.4375730322198,0.0700528224534847,"Marts",3.95320898705277,3.98372201492537
3,2010,3.53101207056639,4.60162488393686,3.5294922955775,0.0599629009095261,"Marts",4.05891613991413,4.43101207056639
3,2020,4.1573732718894,4.57465437788018,3.50880564776595,0.061847158218126,"Marts",4.03512649493084,5.0573732718894
4,1980,5.96372881355932,4.24433781190019,3.25544953897106,0.0398514851485149,"April",3.74376696981671,6.86372881355932
4,1990,6.76071025930101,4.53066516347238,3.4750654804866,0.05577995768417,"April",3.99632530255959,7.66071025930102
4,2000,7.60853423336548,3.94985163204748,3.02957569458786,0.0552411417322835,"April",3.48401204877604,8.50853423336548
4,2010,7.33645983645984,4.35848965848966,3.34300514665866,0.0552119412831931,"April",3.84445591865745,8.23645983645984
4,2020,6.645,4.375,3.35566874367664,0.0299007936507937,"April",3.85901905522813,7.545
5,1980,11.0063862928349,4.0451724137931,3.1026876872568,0.0388634823848238,"Maj",3.56809084034532,11.9063862928349
5,1990,10.8389848812095,3.94352051835853,3.02471966708645,0.051268115942029,"Maj",3.47842761714942,11.7389848812095
5,2000,11.6350974930362,3.73602941176471,2.86557191371782,0.0744681683090881,"Maj",3.29540770077549,12.5350974930362
5,2010,11.5492495309568,3.94974190520882,3.0294915330055,0.0702993488962998,"Maj",3.48391526295633,12.4492495309568
5,2020,9.92626728110599,3.99078341013825,3.0609707776421,0.0923963133640553,"Maj",3.52011639428842,10.826267281106
6,1990,13.7385214007782,3.72727777777778,2.85885932294615,0.0842000955109838,"Sommer",3.28768822138807,14.6385214007782
6,1980,13.759076433121,3.27977736549165,2.51562203236536,0.0829352441613588,"Sommer",2.89296533722016,14.659076433121
6,2000,14.3059593023256,3.78439538384345,2.90266909789203,0.0953018084066471,"Sommer",3.33806946257583,15.2059593023256
6,2010,14.5286398467433,3.78496168582375,2.90310345717312,0.094488253655331,"Sommer",3.33856897574909,15.4286398467433
6,2020,16.0780952380952,3.39333333333333,2.60272059509548,0.068859126984127,"Sommer",2.9931286843598,16.9780952380952
7,2000,16.7729504400185,3.26882551957467,2.50722185704441,0.110329861111111,"Sommer",2.88330513560107,17.6729504400185
7,1990,16.2698814655172,3.54410339256866,2.71836273801165,0.0737212800875273,"Sommer",3.1261171487134,17.1698814655172
7,2010,16.9530148423006,3.43817254174397,2.63711271627372,0.0937273657691702,"Sommer",3.03267962371477,17.8530148423006
7,1980,15.7389147286822,3.78561278863233,2.90360285953738,0.0932720057720058,"Sommer",3.33914328846799,16.6389147286822
7,2020,16.3624423963134,3.89516129032258,2.98762765566049,0.122542242703533,"Sommer",3.43577180400957,17.2624423963134
8,2010,16.447023255814,3.51162790697674,2.69345371585474,0.129560305463707,"Sommer",3.09747177323295,17.347023255814
8,2020,16.9064516129032,3.43709677419355,2.63628759180642,0.0964861751152074,"Sommer",3.03173073057738,17.8064516129032
8,2000,16.842380056444,3.40873642645607,2.61453492152929,0.104866682397357,"Sommer",3.00671515975868,17.742380056444
8,1990,16.5753380205516,3.49674796747967,2.6820406534826,0.100030042521723,"Sommer",3.08434675150499,17.4753380205516
8,1980,14.9521212121212,3.88657487091222,2.98104178612096,0.10452380952381,"Sommer",3.42819805403911,15.8521212121212
9,1980,12.7800302571861,3.84204355108878,2.94688581856755,0.0948611111111111,"Efterår",3.38891869135268,13.6800302571861
9,2020,14.0788095238095,3.50095238095238,2.68526548065422,0.0659920634920635,"Efterår",3.08805530275235,14.9788095238095
9,2010,13.5977479635841,3.76704980842912,2.88936486811855,0.128260170445409,"Efterår",3.32276959833633,14.4977479635841
9,2000,13.6538125303545,3.75352971051295,2.87899481783541,0.0912409509707141,"Efterår",3.31084404051072,14.5538125303545
9,1990,12.8316349384099,3.83695408734602,2.94298214898957,0.117329328756674,"Efterår",3.38442947133801,13.7316349384099
