station,date,rh,surfwet,minte,maxte,temp,prec08,wv,glorad,netrad,heatflux,soilt10,soilt30,minrh,maxrh,vpd,makkepot,tsum10,tsum5,tsum0,akkmve
6116,1981-01-01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-04,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-06,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-07,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-08,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-13,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-17,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-01-31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-04,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-06,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-07,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-08,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-13,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-17,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-02-28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6116,1981-03-01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0
